ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,beans,cassava,cassava_fao,groundnuts,maize,rice,o_beans,h_beans,l_beans,c_beans,inflation_beans,trust_beans,o_cassava,h_cassava,l_cassava,c_cassava,inflation_cassava,trust_cassava,o_cassava_fao,h_cassava_fao,l_cassava_fao,c_cassava_fao,inflation_cassava_fao,trust_cassava_fao,o_groundnuts,h_groundnuts,l_groundnuts,c_groundnuts,inflation_groundnuts,trust_groundnuts,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2007-01-01,2007,1,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,114.52,125.81,107.82,117.03,,9,24.13,26.59,22.79,24.75,,9.2,28.61,31.31,27.32,29.33,,9.7,105.63,114.96,100.5,107.77,,9.3,15.15,17.11,13.97,15.56,,9,123.55,132.25,119.07,125.7,,9.7,0.15,0.16,0.14,0.15,,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2007-02-01,2007,2,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,119.37,128.56,107.85,107.85,,9,25.32,27.27,23.37,24.12,,9.2,30.05,32.1,26.84,26.84,,9.7,109.92,117.3,99.41,99.41,,9.3,15.95,17.56,13.14,13.14,,9,127.84,134.54,116.2,116.2,,9.7,0.15,0.16,0.14,0.14,,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2007-03-01,2007,3,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,111.83,120.31,103.35,119.34,,9,24.86,26.75,22.96,24.47,,9.2,27.51,29.38,25.64,27.66,,9.7,102.2,109.05,95.36,106.28,,9.3,13.12,14.43,11.81,12.45,,9,118.48,124.66,112.3,123.51,,9.7,0.14,0.15,0.13,0.15,,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2007-04-01,2007,4,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,121.95,131.32,112.58,117.31,,9,25.37,27.29,23.45,24.64,,9.2,28.35,30.27,26.42,27.32,,9.7,108.61,115.87,101.36,104.52,,9.3,12.76,14.04,11.47,12.29,,9,125.63,132.21,119.04,120.21,,9.7,0.15,0.16,0.14,0.15,,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2007-05-01,2007,5,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,119.64,128.84,110.45,121.56,,9,25.44,27.37,23.51,24.57,,9.2,28.01,29.91,26.1,27.55,,9.7,107.09,114.16,100.02,106.24,,9.3,12.58,13.89,11.27,11.45,,9,122.42,128.84,116,125.54,,9.7,0.15,0.16,0.14,0.15,,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2007-06-01,2007,6,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,124.37,133.88,114.87,120.86,,9,25.46,27.38,23.53,23.79,,9.2,28.24,30.16,26.32,27.2,,9.7,108.77,115.87,101.66,105.5,,9.3,11.61,12.85,10.37,11.74,,9,127.67,134.4,120.94,125.09,,9.7,0.15,0.16,0.14,0.15,,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2007-07-01,2007,7,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,123.8,133.23,101.13,101.13,,9,24.79,29.08,22.93,29.08,,9.2,27.89,29.79,25.99,27.7,,9.7,108.15,115.14,92.58,92.58,,9.3,12.1,13.41,10.79,11.74,,9,127.29,134.01,108.04,108.04,,9.7,0.15,0.16,0.13,0.13,,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2007-08-01,2007,8,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,106.75,114.71,91.27,91.27,,9,29.45,31.73,27.16,29.23,,9.2,28.39,30.33,26.46,26.8,,9.7,95.89,102.21,82.49,82.49,,9.3,11.99,13.34,10.64,11.22,,9,110.38,116.1,97.13,97.13,,9.7,0.14,0.14,0.12,0.12,,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2007-09-01,2007,9,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,97.62,104.84,90.4,92.13,,9,28.89,31.18,26.6,29.7,,9.2,27.48,29.35,25.61,27.05,,9.7,86.02,91.8,80.24,83,,9.3,11.41,12.73,10.1,11.16,,9,99.34,104.45,94.24,98.23,,9.7,0.12,0.13,0.12,0.12,,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2007-10-01,2007,10,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,96.84,104.12,89.57,93.61,,9,30.35,32.68,28.03,29.84,,9.2,27.74,29.63,25.38,25.38,,9.7,86.2,91.96,80.44,89.25,,9.3,11.44,12.79,10.09,12.73,,9,100.23,105.41,95.04,104.13,,9.7,0.13,0.13,0.12,0.13,,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2007-11-01,2007,11,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,96.94,122.52,89.56,122.52,,9,30.48,32.81,28.14,31.57,,9.2,26.03,35.06,24.26,35.06,,9.7,91.88,108.25,85.75,108.25,,9.3,13.29,17.69,11.75,17.69,,9,105.97,127.53,100.46,127.53,,9.7,0.13,0.16,0.12,0.16,,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2007-12-01,2007,12,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,120.23,130.1,110.37,127.19,,9,32.3,34.77,29.83,32.94,,9.2,35.93,38.39,33.46,36.56,,9.7,109.45,117.25,101.65,114.84,,9.3,18.97,20.77,17.16,18.6,,9,129.06,135.65,122.48,135.1,,9.7,0.16,0.17,0.15,0.17,,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2008-01-01,2008,1,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,124.52,134.73,114.3,125.57,7.3,9,33.4,35.98,30.83,33.12,33.82,9.2,37.47,40.04,34.89,37.35,27.33,9.7,115.96,124.17,107.75,118.83,10.26,9.3,18.79,22.78,16.83,22.78,46.42,9,136.87,143.87,129.88,139.48,10.97,9.7,0.17,0.18,0.16,0.17,13.31,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2008-02-01,2008,2,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,127.01,137.07,116.94,132.58,22.94,9,33.84,36.42,31.25,34.41,42.68,9.2,38.28,41.51,35.65,41.51,54.64,9.7,120.13,128.53,111.72,127.63,28.38,9.3,24.06,28.26,21.8,28.26,115.08,9,141.5,148.74,134.26,148.18,27.52,9.7,0.17,0.18,0.16,0.18,32.73,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2008-03-01,2008,3,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,134.24,144.84,123.64,133.51,11.87,9,35.23,37.91,32.55,34.42,40.7,9.2,42.52,45.45,39.6,42.15,52.43,9.7,128.71,137.7,119.73,127.41,19.89,9.3,29.55,32.23,26.86,29.22,134.68,9,150.31,158.01,142.6,148.75,20.44,9.7,0.19,0.2,0.18,0.19,24.78,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2008-04-01,2008,4,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,135.74,146.39,123.3,123.3,5.11,9,35.27,37.94,32.59,32.87,33.4,9.2,43.19,46.16,38.62,38.62,41.36,9.7,129.07,137.94,118.73,118.73,13.6,9.3,29.68,32.57,25.7,25.7,109.1,9,151.13,158.89,139.14,139.14,15.75,9.7,0.19,0.2,0.17,0.17,17.52,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2008-05-01,2008,5,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,127.87,137.84,118.04,137.84,13.39,9,34.18,36.73,31.63,35.68,45.21,9.2,39.58,42.3,36.86,41.17,49.43,9.7,121.35,132.16,113.09,132.16,24.39,9.3,25.81,28.34,23.27,25.88,126.05,9,141.75,152.82,134.49,152.82,21.73,9.7,0.18,0.19,0.17,0.19,26.16,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2008-06-01,2008,6,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,140.52,151.51,124.31,124.31,2.86,9,36.84,39.61,30.52,30.52,28.27,9.2,42.18,45.08,38.17,38.17,40.32,9.7,133.97,143.19,122.26,122.26,15.89,9.3,26.68,29.33,24.03,26.48,125.63,9,155.22,163.18,144.15,144.15,15.24,9.7,0.19,0.2,0.17,0.17,17.31,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2008-07-01,2008,7,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,128.22,138.14,118.29,126.06,24.66,9,31.77,34.15,29.39,31.77,9.25,9.2,39.13,41.82,36.44,41.48,49.78,9.7,125.09,133.64,116.54,126.25,36.37,9.3,27.15,31.31,24.35,31.31,166.79,9,146.79,154.3,139.29,149.84,38.69,9.7,0.18,0.19,0.17,0.18,37.86,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2008-08-01,2008,8,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,130.87,140.91,120.84,133.48,46.24,9,33.73,36.2,31.25,35.34,20.93,9.2,42.51,45.44,39.59,44.31,65.34,9.7,128.94,137.66,120.21,131.74,59.7,9.3,32.87,36.14,29.6,31.12,177.32,9,152.41,160.24,144.58,157.78,62.45,9.7,0.19,0.2,0.18,0.19,59.01,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2008-09-01,2008,9,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,136.25,146.85,125.65,131.73,42.98,9,35.97,38.71,33.22,36,21.22,9.2,45.41,49.05,42.28,49.05,81.3,9.7,134.24,143.25,125.23,132.96,60.19,9.3,31.49,41.13,28.15,41.13,268.54,9,160.32,168.58,152.05,161.82,64.74,9.7,0.2,0.21,0.18,0.2,63.64,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2008-10-01,2008,10,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,134.97,145.41,124.53,140.57,50.17,9,36.51,39.3,33.71,36.88,23.59,9.2,50.25,53.71,46.79,50.6,99.35,9.7,135.63,144.62,126.64,141.42,58.45,9.3,44.16,47.81,40.5,42.34,232.64,9,164.46,172.96,155.95,167.84,61.18,9.7,0.2,0.21,0.19,0.21,65.75,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2008-11-01,2008,11,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,143.16,154.28,132.04,136.72,11.59,9,37.73,40.59,34.87,36.92,16.92,9.2,51.83,55.4,48.26,49.59,41.45,9.7,143.74,153.23,134.26,140.14,29.46,9.3,42.68,46.6,38.76,40.45,128.71,9,170.54,179.39,161.69,169.06,32.57,9.7,0.21,0.23,0.2,0.21,29.42,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2008-12-01,2008,12,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,139.99,150.79,129.2,136.98,7.7,9,37.87,40.73,35.01,36.34,10.31,9.2,50.81,54.31,47.31,51.29,40.28,9.7,142.89,152.2,133.59,145.39,26.6,9.3,41.15,46.8,37.27,46.8,151.58,9,171.9,180.85,162.95,169.27,25.29,9.7,0.21,0.22,0.2,0.21,26.77,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2009-01-01,2009,1,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,141.13,158.06,130.35,158.06,25.87,9,37.62,42.55,34.81,42.55,28.47,9.2,52.55,61.5,48.93,61.5,64.65,9.7,148.04,170.09,138.5,170.09,43.14,9.3,49.08,56.31,44.62,56.31,147.21,9,172.21,191.83,163.22,191.83,37.53,9.7,0.22,0.25,0.2,0.25,44.09,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2009-02-01,2009,2,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,158.7,171.17,146.22,159.62,20.39,9,43.13,46.42,39.83,42.9,24.67,9.2,62.97,67.32,58.62,62.08,49.57,9.7,171.13,182.68,159.59,171.14,34.1,9.3,58.81,64.08,53.54,56.53,100.04,9,194.51,204.63,184.39,195.53,31.96,9.7,0.25,0.26,0.23,0.25,34.97,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2009-03-01,2009,3,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,160.5,173.07,147.93,150.82,12.96,9,42.79,46.11,39.47,42.99,24.87,9.2,63.58,67.97,59.19,59.92,42.15,9.7,172.94,184.42,161.46,163.03,27.96,9.3,57.27,62.77,51.78,55.15,88.75,9,198.52,208.88,188.17,188.49,26.71,9.7,0.25,0.27,0.24,0.24,28.49,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2009-04-01,2009,4,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,155.32,169.14,143.46,169.14,37.17,9,44.06,47.38,40.74,44.65,35.82,9.2,61.37,65.62,57.13,61.11,58.23,9.7,166.03,178.76,155.15,178.76,50.56,9.3,56.27,61.82,50.71,53.23,107.1,9,191.8,201.8,181.81,199.42,43.32,9.7,0.24,0.26,0.23,0.26,48.91,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2009-05-01,2009,5,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,171.44,184.74,158.14,159.09,15.42,9,45.62,49.06,42.17,42.68,19.61,9.2,62.59,66.92,56.69,56.69,37.72,9.7,180.97,192.91,161.5,161.5,22.21,9.3,54.23,59.76,46.19,46.19,78.5,9,202.65,213.25,188.45,188.45,23.32,9.7,0.26,0.28,0.24,0.24,24.98,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2009-06-01,2009,6,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,162.68,175.18,150.18,152.75,22.87,9,44.02,47.31,34.5,34.5,13.05,9.2,58.09,62.1,46.16,46.16,20.92,9.7,165.36,176.26,146.43,146.43,19.77,9.3,46.44,51.17,33.52,33.52,26.57,9,191.95,201.97,170.54,170.54,18.31,9.7,0.24,0.26,0.21,0.21,20.78,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2009-07-01,2009,7,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,158.86,170.85,146.87,154.17,22.29,9,36.94,39.63,34.26,35.73,12.47,9.2,47.32,50.6,44.04,48.78,17.58,9.7,151.18,161.2,141.16,146.64,16.15,9.3,33.16,36.1,30.22,35.88,14.6,9,174.13,183.14,165.12,173.84,16.02,9.7,0.22,0.23,0.2,0.22,17.87,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2009-08-01,2009,8,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,159.48,171.55,142.57,142.57,6.81,9,38.46,41.23,32.64,32.64,-7.66,9.2,50,53.47,46.28,46.28,4.44,9.7,151.18,161.12,140.49,140.49,6.64,9.3,37.64,40.88,34.4,38.05,22.28,9,177.17,186.39,167.96,168.85,7.02,9.7,0.22,0.23,0.21,0.21,7.07,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2009-09-01,2009,9,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,148.78,159.96,137.6,141.68,7.56,9,34.47,37.01,31.93,33.52,-6.9,9.2,47.45,50.74,44.16,46.39,-5.42,9.7,145.2,154.71,135.69,142.05,6.83,9.3,39.07,42.67,35.48,38.74,-5.81,9,172.14,181.11,163.17,166.41,2.83,9.7,0.21,0.22,0.2,0.21,3.32,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2009-10-01,2009,10,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,147.8,158.9,136.71,141.11,0.38,9,35.63,38.24,33.02,34.61,-6.16,9.2,47.57,50.87,44.27,48.98,-3.19,9.7,146.46,155.97,136.95,140.21,-0.85,9.3,39.67,43.48,35.86,41.24,-2.58,9,169.61,178.47,160.75,169.37,0.91,9.7,0.21,0.22,0.2,0.21,-0.78,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2009-11-01,2009,11,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,146.18,157.21,135.15,141.7,3.64,9,35.84,38.53,33.15,37.13,0.57,9.2,50.22,53.71,46.08,46.08,-7.08,9.7,144.58,153.9,135.27,138.21,-1.38,9.3,42.57,46.77,32.32,32.32,-20.12,9,172.46,181.51,162.67,162.67,-3.78,9.7,0.21,0.23,0.2,0.2,-2.49,9.4
MWI,Malawi,Central Region,Lilongwe,Area 23,-14.03,33.49,gid_-140300000334900000,2009-12-01,2009,12,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,146.34,162.01,135.29,162.01,18.28,9,38.09,47.97,35.21,47.97,32.01,9.2,47.25,55.49,43.98,55.49,8.2,9.7,142.54,158.46,133.43,158.46,8.99,9.3,31.89,37.59,28.94,37.59,-19.68,9,165.8,185.45,157.1,185.45,9.55,9.7,0.21,0.23,0.19,0.23,9.73,9.4
