ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,beans,cassava,cassava_fao,groundnuts,maize,rice,o_beans,h_beans,l_beans,c_beans,inflation_beans,trust_beans,o_cassava,h_cassava,l_cassava,c_cassava,inflation_cassava,trust_cassava,o_cassava_fao,h_cassava_fao,l_cassava_fao,c_cassava_fao,inflation_cassava_fao,trust_cassava_fao,o_groundnuts,h_groundnuts,l_groundnuts,c_groundnuts,inflation_groundnuts,trust_groundnuts,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2011-09-01,2011,9,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,149.24,186.99,139.97,186.99,17.39,9,33.57,36.42,30.97,36.42,10.22,9.2,45.92,51.77,42.37,51.77,16.58,9.7,161.31,195.32,149.19,195.32,12.69,9.4,36.59,41.37,31.81,35.55,5.92,9,171.94,202.55,163.18,202.55,13.13,9.7,0.22,0.26,0.21,0.26,14.03,9.4
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2011-10-01,2011,10,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,195.33,221.81,184.68,221.81,46.82,9,37.35,40.85,34.45,40.85,29.73,9.2,53.8,58.55,49.71,58.55,39.19,9.7,206.46,234.6,191.97,234.6,43.97,9.4,36.87,41.55,32.19,39.87,20.16,9,208.36,231.02,197.98,231.02,39.25,9.7,0.27,0.3,0.26,0.3,41.56,9.4
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2011-11-01,2011,11,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,231.03,256.35,218.7,256.35,70.18,9,41.2,44.46,37.94,41.07,23.88,9.2,60.72,65.35,56.09,64.27,43.81,9.7,241.17,265.86,223.83,265.86,63.01,9.4,41.28,46.48,36.08,41.17,15.59,9,235.19,259.49,223.37,259.49,52.14,9.7,0.32,0.34,0.31,0.34,56.88,9.4
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2011-12-01,2011,12,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,265.98,280.06,251.9,261.5,79.33,9,41.61,44.86,38.35,41.87,24.6,9.2,66.4,71.47,61.32,67.4,79.26,9.7,277.5,297.16,257.84,288.85,92.33,9.3,42.31,47.62,36.99,44.85,118.98,9,265.2,278.45,251.95,267.65,71.63,9.7,0.35,0.37,0.33,0.36,82.1,9.4
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2012-01-01,2012,1,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,70,,267.07,281.61,252.53,278.34,79.56,9,42.86,46.18,38.84,38.84,12.49,9.2,69.26,85.29,63.94,85.29,98.29,9.7,293.31,314.75,271.86,310.09,86.82,9.4,46.6,70,40.86,70,140.68,9,271.4,302.84,257.72,302.84,78.35,9.7,0.37,0.4,0.35,0.4,84.66,9.4
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2012-02-01,2012,2,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,285.01,300.63,269.39,272.85,66.02,9,39.97,43.05,36.88,37.13,5.32,9.2,89.71,96.48,68.48,68.48,47.1,9.7,321.88,344.98,298.78,318.42,78.95,9.4,75.32,84.87,50.39,50.39,51.71,9,310.26,325.7,277.66,277.66,51.83,9.7,0.41,0.43,0.38,0.38,63.34,9.4
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2012-03-01,2012,3,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,276.85,292.31,256.62,256.62,61.51,9,38.58,43.98,35.63,43.98,27.22,9.2,68.5,73.98,63.02,65.66,44.56,9.7,321.16,344.98,277.37,277.37,61.92,9.4,48.7,55.74,38.64,38.64,19.81,9,279.1,293.23,264.97,265.07,48.46,9.7,0.39,0.41,0.35,0.35,54.12,9.4
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2012-04-01,2012,4,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,258.84,273.41,244.27,267.89,74.56,9,45.02,48.53,40.66,40.66,27.89,9.2,66.74,71.99,61.5,70.29,75.03,9.7,281.06,301.76,260.36,291.63,78.6,9.4,40.65,48.8,35.25,48.8,78.84,9,269.57,283.06,256.08,270.75,62.79,9.7,0.34,0.37,0.32,0.37,72.64,9.4
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2012-05-01,2012,5,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,273.16,288.53,257.79,266.82,59.3,9,41.22,44.46,37.98,40.78,22.86,9.2,72.37,77.97,66.76,73.07,78.43,9.7,296.2,318.05,274.34,279.7,54.82,9.4,50.68,57.51,43.85,45.29,78.25,9,275.02,288.81,261.22,270.72,53.5,9.7,0.38,0.4,0.36,0.36,58.03,9.4
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2012-06-01,2012,6,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,360,,,350,,253.33,271.04,304.52,255.56,304.52,81.36,9.2,42.22,45.47,34.74,34.74,3.51,9.2,75,86.42,69.19,86.42,106.95,9.8,286.02,350,264.99,350,93.67,9.4,45.96,56.96,39.67,56.96,121.91,9.2,274.76,318.43,260.95,318.43,78.21,9.8,0.36,0.43,0.34,0.43,86.62,9.5
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2012-07-01,2012,7,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,314.27,338.34,296.87,338.34,113.7,9.2,36,38.8,33.2,37.1,10.07,9.2,90.09,97.9,83.2,97.9,123.3,9.8,364.2,390.1,338.29,356.48,107.06,9.4,60.69,75.96,52.74,75.96,139.1,9.2,327.05,343.2,310.9,327.88,88.9,9.8,0.46,0.48,0.44,0.46,106.22,9.5
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2012-08-01,2012,8,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,348.81,368.16,329.46,348.18,135,9.2,38.67,46.87,35.72,46.87,43.77,9.2,101.55,110.98,93.75,110.98,147.59,9.8,365.53,392.03,339.02,352.07,118.28,9.4,78.67,89.37,67.98,81.89,127.59,9.2,331.64,348.29,315,338.59,99.71,9.8,0.47,0.49,0.44,0.48,121,9.5
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2012-09-01,2012,9,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,355.61,375.77,335.45,345.44,84.74,9.2,47.23,51.07,43.39,49.52,35.97,9.2,115.12,123.95,106.28,113.07,118.41,9.8,354.89,381.17,328.6,346.34,77.32,9.4,84.52,95.94,73.11,81.83,130.15,9.2,345.08,362.28,327.88,335.54,65.65,9.8,0.5,0.52,0.47,0.47,83.19,9.5
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2012-10-01,2012,10,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,350.83,371.05,330.62,353.25,59.26,9.2,49.33,54.18,45.38,54.18,32.62,9.2,115.82,124.8,106.83,119.38,103.89,9.8,355.04,381.01,329.07,363.42,54.91,9.4,84.02,95.31,72.73,81.25,103.8,9.2,339.8,356.86,322.74,352.68,52.66,9.8,0.47,0.5,0.45,0.49,62.25,9.5
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2012-11-01,2012,11,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,359.71,380.63,338.78,339.87,32.58,9.2,54.82,61.43,50.39,61.43,49.58,9.2,122.73,132.2,113.26,115.68,80,9.8,369.2,396.58,341.83,352.01,32.41,9.4,83.7,94.79,72.6,76.71,86.34,9.2,359.66,377.61,341.72,341.98,31.79,9.8,0.51,0.54,0.48,0.48,39.6,9.5
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2012-12-01,2012,12,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,343.84,364.11,323.58,343.39,31.32,9.2,61.77,66.7,56.84,61.51,46.92,9.2,117.8,126.97,108.64,116.37,72.66,9.8,359.7,386.31,333.08,349.52,21,9.4,78.46,88.84,68.07,76.71,71.05,9.2,345.73,363.13,328.32,338.74,26.56,9.8,0.47,0.5,0.45,0.48,32.88,9.5
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2013-01-01,2013,1,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,400,50.4,,450,107.6,325,348.97,400,328.26,400,43.71,9.3,62.14,67.14,50.4,50.4,29.76,9.3,118.96,128.16,109.76,118.36,38.78,9.9,352.87,450,326.32,450,45.12,9.5,79.29,107.6,69.01,107.6,53.71,9.3,344.36,361.62,325,325,7.32,9.9,0.49,0.55,0.47,0.55,38.17,9.6
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2013-02-01,2013,2,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,224.75,56.47,,,134.4,308.55,413.91,437.45,335.88,335.88,23.1,9.3,52.19,56.47,48.08,56.47,52.08,9.3,121.16,130.5,111.82,121.33,77.18,9.9,478.41,511.73,413.76,413.76,29.94,9.6,114.72,134.4,99.89,134.4,166.69,9.5,328.84,345.4,308.55,308.55,11.12,9.9,0.57,0.6,0.52,0.52,36.92,9.7
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2013-03-01,2013,3,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,400,67.43,,400,174.47,350,335.91,354.61,317.21,318.22,24,9.4,58.73,67.43,54.14,67.43,53.32,9.4,124.32,149.05,114.76,149.05,126.99,10,411.03,441.56,380.51,400,44.21,9.7,137.99,174.47,119.5,174.47,351.57,9.6,312.7,350,296.98,350,32.04,10,0.53,0.55,0.5,0.55,57.72,9.8
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2013-04-01,2013,4,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,320.52,338.37,302.43,302.43,12.89,9.4,67.82,73.35,62.29,64.1,57.66,9.4,156.14,167.93,130.46,130.46,85.6,10,410.57,440.21,349.05,349.05,19.69,9.7,185.08,209.32,122.35,122.35,150.72,9.6,358.75,376.53,340.97,349.18,28.97,10,0.56,0.59,0.49,0.49,33.15,9.8
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2013-05-01,2013,5,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,247.91,64.25,,338.56,,346.67,305.05,322.13,247.91,247.91,-7.09,9.5,64.73,69.94,59.52,64.25,57.54,9.4,131.55,141.9,108.15,108.15,48,10,346.12,371.87,320.38,338.56,21.04,9.7,119.38,136.78,96.88,96.88,113.91,9.7,352.8,370.55,335.04,346.67,28.06,10,0.49,0.51,0.44,0.44,21.49,9.8
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2013-06-01,2013,6,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,385.75,67.68,,263.75,68.75,398.75,246.38,317.44,233.14,317.44,4.24,9.5,66.18,71.43,60.93,67.68,94.83,9.4,108.36,138.26,99.76,138.26,59.98,10,347.91,373,268.69,268.69,-23.23,9.8,101.5,115.25,68.75,68.75,20.69,9.7,352.58,398.75,334.94,398.75,25.22,10,0.43,0.45,0.41,0.45,5.32,9.8
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2013-07-01,2013,7,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,366.33,72,,220,88.33,366.67,331.31,366.33,317.04,366.33,8.27,9.6,69.27,74.76,63.78,72,94.09,9.5,145.53,177.37,134.42,177.37,81.18,10,263.53,283.09,220,220,-38.28,9.9,67.8,88.33,57.86,88.33,16.29,9.7,408.45,428.67,366.67,366.67,11.83,10,0.46,0.49,0.44,0.47,1.92,9.9
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2013-08-01,2013,8,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,366.33,72,,220,190,366.67,380.14,396.32,363.97,366.33,5.21,9.6,73.36,79.22,67.5,72,53.62,9.5,187.05,201.52,172.71,201.52,81.58,10,222.36,238.28,206.44,226.93,-35.54,9.9,96.23,130.41,83.32,130.41,59.24,9.8,368.67,387.24,350.11,366.67,8.29,10,0.48,0.5,0.45,0.5,5.4,9.9
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2013-09-01,2013,9,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,383.36,72.79,,233.9,83.78,400,373.28,389.67,356.88,369.88,7.08,9.7,73.48,79.3,67.65,72.79,47,9.6,209.19,225.46,192.91,215.76,90.82,10,229.89,246.38,213.39,233.9,-32.47,10,134.62,154.16,115.08,133.34,62.96,9.9,373.95,400,355.37,400,19.21,10,0.52,0.55,0.5,0.52,10.2,9.9
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2013-10-01,2013,10,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,281.88,80.18,,245,82.17,400,376.27,409.87,359.43,409.87,16.03,9.8,74.72,80.62,68.82,76.42,41.06,9.6,222.27,239.66,184.9,184.9,54.89,10,241.52,258.6,224.44,245,-32.59,10,137.21,156.98,117.45,141.08,73.64,9.9,407.61,427.87,387.35,400,13.42,10,0.53,0.55,0.5,0.53,8.77,9.9
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2013-11-01,2013,11,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,421.51,444.87,402.96,444.87,30.89,9.8,78.23,84.4,72.06,81.08,31.99,9.6,185.98,204.17,171.03,204.17,76.5,10,248.03,277.15,230.06,277.15,-21.27,10,146.02,166.71,125.32,133.42,73.93,9.9,405.35,425.62,385.07,405.19,18.48,10,0.55,0.58,0.52,0.57,19.96,9.9
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2013-12-01,2013,12,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,443.75,121.45,,312.5,109.25,418.75,457.08,477.37,436.79,443.75,29.23,9.8,82.63,89.18,76.07,86.55,40.71,9.7,210.91,227.4,194.42,201.78,73.39,10,289.73,312.5,269.42,312.5,-10.59,10,135.99,155.39,109.25,109.25,42.42,10,412.06,432.62,391.5,418.75,23.62,10,0.58,0.61,0.55,0.58,21.53,10
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2014-01-01,2014,1,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,491.55,97.42,,387,163.76,425,451.37,491.55,430.84,491.55,22.89,9.8,88,94.98,81.03,92.15,82.83,9.7,205.96,226.32,189.69,226.32,91.21,10,318.91,387,295.97,387,-14,10,111.24,163.76,95.37,163.76,52.19,10,425.7,446.97,404.43,425,30.77,10,0.59,0.67,0.56,0.67,20.86,10
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2014-02-01,2014,2,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,166.77,,505.47,528.08,464.68,464.68,38.35,9.8,93.58,101.01,79.66,79.66,41.07,9.7,234.33,252.57,190.06,190.06,56.65,10,409.49,475.41,381.48,475.41,14.9,10,178.06,202.91,153.2,166.77,24.08,9.9,431.6,453.21,409.99,431.86,39.96,10,0.7,0.73,0.66,0.68,30.71,9.9
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2014-03-01,2014,3,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,146.85,,469.93,491.26,448.6,463.05,45.52,9.8,81.85,88.31,75.39,75.6,12.11,9.6,190.82,206.2,175.45,183.66,23.22,10,490.23,524.38,456.09,467.49,16.87,10,164.76,189.83,139.69,146.85,-15.83,9.9,438.82,460.8,416.84,448.52,28.15,10,0.7,0.73,0.66,0.67,21.8,9.9
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2014-04-01,2014,4,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,68.52,,,112.54,468.75,469.81,491.41,448.21,456.86,51.06,9.8,79.02,85.12,68.52,68.52,6.89,9.6,186.85,201.68,162.81,162.81,24.8,10,478.87,512.57,445.17,481.05,37.82,10,153.84,175.73,112.54,112.54,-8.02,9.9,456.3,479.14,433.45,468.75,34.24,10,0.67,0.7,0.63,0.65,33.39,9.9
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2014-05-01,2014,5,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,463.24,484.86,441.63,445.12,79.55,9.7,71.36,76.94,65.78,76.21,18.61,9.6,164.23,177.39,151.08,166.31,53.78,10,486.49,521.33,433.55,433.55,28.06,10,111.64,128.55,94.73,102.12,5.41,9.8,476.81,500.7,452.91,461.89,33.24,10,0.66,0.7,0.62,0.62,42.05,9.9
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2014-06-01,2014,6,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,450.66,471.97,420.52,420.52,32.47,9.7,78.9,85.05,72.75,76.61,13.19,9.5,170.26,183.67,147.01,147.01,6.33,10,440.49,471.89,370.32,370.32,37.82,10,106.94,122.15,76.17,76.17,10.8,9.8,468.02,491.58,413.09,413.09,3.6,10,0.62,0.65,0.55,0.55,22.65,9.9
MWI,Malawi,Central Region,Kasungu,Kasiya,-12.8,33.72,gid_-128000000337200000,2014-07-01,2014,7,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,60,,424.22,455.29,404,455.29,24.28,9.6,78,84.22,71.79,79.72,10.72,9.5,148.28,160.14,136.41,142.86,-19.46,10,366.91,393.56,340.26,374.23,70.1,10,75.42,86.88,60,60,-32.07,9.7,416.84,437.86,395.83,409.06,11.56,10,0.55,0.58,0.52,0.56,19.17,9.9
